Name    , Oracle, Seed       , Seed_File, Gen_Size, Num_Trans, Debug_Mode, Input_Program_Fact_Nodes, Input_Program_Relational_Nodes, Input_Program_Fact_Edges, Input_Program_Relational_Edges, Input_Program_Inverse_Strata_Count, Input_Program_None_Ancestry_Nodes, Input_Program_Positive_Ancestry_Nodes, Input_Program_Negative_Ancestry_Nodes, Input_Program_Unknown_Ancestry_Nodes, Input_Program_Next_Rule_Name, Input_Program_Next_Predicate_Name, Input_Program_Next_Constant_Name, Input_Program_Next_String_Name, Output_Predicate, Input_Program_Generated_Rule_Count, Input_Program_Total_Rule_Count, Input_Program_Average_Arity, Input_Program_Generate_Rule, Input_Program_Generate_Outgoing_Relational_Edge, Input_Program_Add_Relational_Node, Input_Program_Add_Fact_Node_And_Edge, Output_Program_Fact_Nodes, Output_Program_Relational_Nodes, Output_Program_Fact_Edges, Output_Program_Relational_Edges, Output_Program_Inverse_Strata_Count, Output_Program_None_Ancestry_Nodes, Output_Program_Positive_Nodes, Output_Program_Negative_Nodes, Output_Program_Unknown_Nodes, Output_Program_Next_Rule_Name, Output_Program_Next_Predicate_Name, Output_Program_Next_Constant_Name, Output_Program_Next_String_Name, Output_Program_Generated_Rule_Count, Output_Program_Total_Rule_Count, Output_Program_Average_Arity, Failed_Transformation_Attempts, I_Add_Relational_Node, II_Add_Fact_Node_And_Edge, III_Add_Relational_Edges_New_Rule, IV_Add_Relational_Edge_New_Literal, IX_Remove_Fact_Node_And_Edge, V_Remove_Relational_Edges_Whole_Rule, VI_Remove_Relational_Edge_Single_Literal, VII_Modify_Rule_Add_Equality, VIII_Modify_Rule_Remove_Equality, XI_Add_Contradictory_Rule, Xa_Remove_Relational_Node_Rule_Variant_None_Anc_Only, Input_Program_Output_Size, Output_Program_Output_Size, Nemo_Bug, 
100k_bug_1, CON, Some(7026436), Some("/home/leo_repp/masterthesis/nemo/nemo-examples/chasebench/doctors/run-doctors-100k.rls"), 37, 37, false, 37, 44, 37, 95, 5, 42, 2, 0, 0, r_CON_39, R_38, c_49, "str_17", R_OUT, 37, 42, 4.409090909090909, 37, 43, 36, 37, 30, 46, 30, 99, 6, 41, 2, 1, 0, r_CON_51, R_45, c_55, "str_20", 36, 1, 2, 2, 5, 3, 5, 1, 4, 4, 0, 3, 4, 5, 3, 0, 1, true
100k_bug_2, CON, Some(7026250), Some("/home/leo_repp/masterthesis/nemo/nemo-examples/chasebench/doctors/run-doctors-100k.rls"), 21, 21, false, 21, 28, 21, 53, 5, 26, 2, 0, 0, r_CON_23, R_22, c_28, "str_14", R_OUT, 21, 26, 4.5, 21, 27, 20, 21, 16, 27, 16, 33, 8, 21, 2, 0, 0, r_CON_27, R_28, c_33, "str_16", 13, 0, 2, 3, 4, 2, 1, 2, 2, 0, 0, 1, 3, 1, 5, 0, 0, false
100k_bug_2, CON, Some(7026520), Some("/home/leo_repp/masterthesis/nemo/nemo-examples/chasebench/doctors/run-doctors-100k.rls"), 21, 21, false, 21, 28, 21, 53, 2, 26, 2, 0, 0, r_CON_23, R_22, c_22, "str_11", R_OUT, 21, 26, 4.071428571428571, 21, 27, 20, 21, 21, 29, 21, 59, 2, 26, 1, 0, 1, r_CON_30, R_26, c_25, "str_14", 21, 3, 4.4, 3, 2, 2, 2, 2, 2, 2, 0, 2, 3, 3, 1, 0, 1, true
100k_bug_3, EQU, Some(7029642), Some("/home/leo_repp/masterthesis/nemo/nemo-examples/chasebench/doctors/run-doctors-100k.rls"), 43, 43, false, 43, 50, 43, 108, 4, 47, 3, 0, 0, r_EQU_45, R_44, c_56, "str_22", R_OUT, 43, 48, 4.32, 43, 49, 42, 43, 34, 47, 34, 131, 5, 7, 3, 0, 36, r_EQU_61, R_48, c_60, "str_24", 43, 40, 4.425, 4, 2, 2, 9, 4, 2, 2, 1, 7, 4, 5, 5, 0, 1, true
10k_bug_1, CON, Some(7022383), Some("/home/leo_repp/masterthesis/nemo/nemo-examples/chasebench/doctors/run-doctors-10k.rls"), 84, 84, true, 84, 91, 84, 219, 10, 89, 2, 0, 0, r_CON_86, R_85, c_79, "str_52", R_OUT, 84, 89, 3.901098901098901, 84, 90, 83, 84, 74, 86, 74, 196, 11, 77, 1, 3, 1, r_CON_104, R_93, c_89, "str_56", 67, 4, 3.4, 12, 6, 9, 12, 9, 10, 7, 2, 6, 8, 4, 11, 1, 3, true
10k_plus_bug_1, CON, Some(7041058), Some("/home/leo_repp/masterthesis/nemo/nemo-examples/chasebench/doctors/run-doctors-10k-plus.rls"), 59, 59, true, 59, 79, 59, 173, 8, 77, 2, 0, 0, r_CON_61, R_60, c_59, "str_35", R_OUT, 59, 77, 3.481012658227848, 59, 78, 58, 59, 43, 79, 43, 147, 8, 73, 2, 0, 1, r_CON_71, R_69, c_68, "str_38", 48, 8, 4, 0, 7, 4, 3, 10, 8, 2, 0, 8, 5, 5, 7, 0, 1, true
10k_plus_bug_2, CON, Some(7041937), Some("/home/leo_repp/masterthesis/nemo/nemo-examples/chasebench/doctors/run-doctors-10k-plus.rls"), 38, 38, true, 38, 58, 38, 113, 4, 56, 2, 0, 0, r_CON_40, R_39, c_51, "str_24", R_OUT, 38, 56, 3.4310344827586206, 38, 57, 37, 38, 32, 62, 32, 123, 5, 55, 3, 0, 0, r_CON_50, R_47, c_56, "str_27", 36, 4, 4.666666666666667, 7, 6, 2, 4, 7, 3, 3, 1, 2, 4, 4, 2, 0, 1, true
10k_plus_bug_3, CON, Some(7043059), Some("/home/leo_repp/masterthesis/nemo/nemo-examples/chasebench/doctors/run-doctors-10k-plus.rls"), 60, 60, true, 60, 80, 60, 179, 10, 78, 2, 0, 0, r_CON_62, R_61, c_65, "str_30", R_OUT, 60, 78, 3.95, 60, 79, 59, 60, 50, 79, 50, 165, 10, 72, 4, 0, 0, r_CON_79, R_68, c_73, "str_33", 50, 3, 4, 5, 5, 4, 9, 5, 6, 7, 0, 5, 7, 6, 6, 0, 1, true
10k_plus_bug_4, EXP, Some(7043156), Some("/home/leo_repp/masterthesis/nemo/nemo-examples/chasebench/doctors/run-doctors-10k-plus.rls"), 57, 57, true, 57, 77, 57, 162, 6, 75, 2, 0, 0, r_EXP_59, R_58, c_68, "str_28", R_OUT, 57, 75, 3.6493506493506493, 57, 76, 56, 57, 46, 74, 46, 140, 6, 67, 3, 1, 0, r_EXP_76, R_66, c_73, "str_34", 47, 8, 4.111111111111111, 8, 6, 4, 9, 5, 6, 3, 1, 2, 6, 6, 9, 1471, 1472, true
100k_bug_1, CON, Some(7026436), Some("/home/leo_repp/masterthesis/nemo/nemo-examples/chasebench/doctors/run-doctors-100k.rls"), 37, 37, true, 37, 44, 37, 95, 5, 42, 2, 0, 0, r_CON_39, R_38, c_49, "str_17", R_OUT, 37, 42, 4.409090909090909, 37, 43, 36, 37, 30, 46, 30, 99, 6, 41, 2, 1, 0, r_CON_51, R_45, c_55, "str_20", 36, 1, 2, 2, 5, 3, 5, 1, 4, 4, 0, 3, 4, 5, 3, 0, 1, true
100k_bug_2, CON, Some(7026520), Some("/home/leo_repp/masterthesis/nemo/nemo-examples/chasebench/doctors/run-doctors-100k.rls"), 21, 21, true, 21, 28, 21, 53, 2, 26, 2, 0, 0, r_CON_23, R_22, c_22, "str_11", R_OUT, 21, 26, 4.071428571428571, 21, 27, 20, 21, 21, 29, 21, 59, 2, 26, 1, 0, 1, r_CON_30, R_26, c_25, "str_14", 21, 3, 4.4, 3, 2, 2, 2, 2, 2, 2, 0, 2, 3, 3, 1, 0, 1, true
100k_bug_3, EQU, Some(7029642), Some("/home/leo_repp/masterthesis/nemo/nemo-examples/chasebench/doctors/run-doctors-100k.rls"), 43, 43, true, 43, 50, 43, 108, 4, 47, 3, 0, 0, r_EQU_45, R_44, c_56, "str_22", R_OUT, 43, 48, 4.32, 43, 49, 42, 43, 34, 47, 34, 131, 5, 7, 3, 0, 36, r_EQU_61, R_48, c_60, "str_24", 43, 40, 4.425, 4, 2, 2, 9, 4, 2, 2, 1, 7, 4, 5, 5, 0, 1, true
inv, EXP, Some(7043156), Some("/home/leo_repp/masterthesis/nemo/nemo-examples/chasebench/doctors/run-doctors-10k-plus.rls"), 57, 57, true, 57, 77, 57, 162, 6, 75, 2, 0, 0, r_EXP_59, R_58, c_68, "str_28", R_OUT, 57, 75, 3.6493506493506493, 57, 76, 56, 57, 46, 74, 46, 140, 6, 67, 3, 1, 0, r_EXP_76, R_66, c_73, "str_34", 47, 8, 4.111111111111111, 8, 6, 4, 9, 5, 6, 3, 1, 2, 6, 6, 9, 1471, 1472, true
10k_plus_bug_4, EXP, Some(7043156), Some("/home/leo_repp/masterthesis/nemo/nemo-examples/chasebench/doctors/run-doctors-10k-plus.rls"), 57, 57, true, 57, 77, 57, 162, 6, 75, 2, 0, 0, r_EXP_59, R_58, c_68, "str_28", R_OUT, 57, 75, 3.6493506493506493, 57, 76, 56, 57, 46, 74, 46, 140, 6, 67, 3, 1, 0, r_EXP_76, R_66, c_73, "str_34", 47, 8, 4.111111111111111, 8, 6, 4, 9, 5, 6, 3, 1, 2, 6, 6, 9, 1471, 1472, true
